path,rows,columns,column_names,candidate_columns,read_status
Experiment 1/support/operating_ratio_audit/large_fiscal_movements.csv,97.0,225.0,council_key|test_year|prior_year|event_year|operating_ratio_pct__prior|actual_future_operating_ratio|cash_cover_months__prior|current_ratio__prior|own_source_pct__prior|debt_service_cover__prior|maintenance_ratio_pct__prior|population__prior|road_km__prior|fesm_burned_ha__event|bushfire_declared_event_count__event|flood_declared_event_count__event|mean_change|persistence|ridge_change|ridge_level|training_mean|tree_change|tree_fiscal_only|tree_level|council_display_name|fesm_status|fesm_burned_pct_raw|bushfire_declaration_status|flood_declaration_status|all_declared_event_count|all_declaration_status|source_list_disagreement_count|open_ended_onset_event_count|boundary_compatibility|forecast_year|pre_period_operating_ratio|actual_change|training_mean_error|training_mean_absolute_error|persistence_error|persistence_absolute_error|mean_change_error|mean_change_absolute_error|tree_fiscal_only_error|tree_fiscal_only_absolute_error|tree_level_error|tree_level_absolute_error|tree_change_error|tree_change_absolute_error|ridge_level_error|ridge_level_absolute_error|ridge_change_error|ridge_change_absolute_error|tree_minus_persistence_absolute_error|ridge_minus_persistence_absolute_error|disaster_prediction_difference_B_minus_A|disaster_absolute_error_gain_A_minus_B|case_id|absolute_change_pp|top20_change|top20_persistence|top20_ridge|change_gt10pp|change_gt20pp|priority_case|operating_ratio_event_year|annual_change_prior_to_event_pp|annual_change_event_to_target_pp|council|prior_financial_year|fiscal_source_file|fiscal_source_sheet|fiscal_excel_row|actual_maintenance_aud|required_maintenance_aud|maintenance_gap_aud|maintenance_ratio_pct|outcome_observed|outcome_quality_eligible|maintenance_conflict|cash_cover_months|current_ratio|operating_ratio_pct|own_source_pct|grants_pct|debt_service_cover|population|area_km2|road_km|road_expenditure_aud|council_classification|fesm_burned_ha|fesm_burned_pct_raw__panel_prior|fesm_extent_only_ha|fesm_min_fire_size_ha_exclusive|fesm_source_file|fesm_excel_total_row|fesm_status__panel_prior|boundary_change_flag|boundary_compatibility__panel_prior|physical_flood_status|verified_zero_all_disaster_exposure|bushfire_declared_event_count|bushfire_agrns|bushfire_declaration_status__panel_prior|flood_declared_event_count|flood_agrns|flood_declaration_status__panel_prior|all_declared_event_count__panel_prior|all_agrns|all_declaration_status__panel_prior|source_list_disagreement_count__panel_prior|open_ended_onset_event_count__panel_prior|known_prior_year_carryover_count|prior_fy_declared_event_count|declaration_vs_fesm_scope_difference|candidate_no_new_declared_event|candidate_strict_scoped_comparison|direct_infrastructure_damage_documented|direct_infrastructure_evidence_ids|council__panel_event|financial_year__panel_event|fiscal_source_file__panel_event|fiscal_source_sheet__panel_event|fiscal_excel_row__panel_event|actual_maintenance_aud__panel_event|required_maintenance_aud__panel_event|maintenance_gap_aud__panel_event|maintenance_ratio_pct__panel_event|outcome_observed__panel_event|outcome_quality_eligible__panel_event|maintenance_conflict__panel_event|cash_cover_months__panel_event|current_ratio__panel_event|operating_ratio_pct__panel_event|own_source_pct__panel_event|grants_pct__panel_event|debt_service_cover__panel_event|population__panel_event|area_km2__panel_event|road_km__panel_event|road_expenditure_aud__panel_event|classification__panel_event|fesm_burned_ha__panel_event|fesm_burned_pct_raw__panel_event|fesm_extent_only_ha__panel_event|fesm_min_fire_size_ha_exclusive__panel_event|fesm_source_file__panel_event|fesm_excel_total_row__panel_event|fesm_status__panel_event|boundary_change_flag__panel_event|boundary_compatibility__panel_event|physical_flood_status__panel_event|verified_zero_all_disaster_exposure__panel_event|bushfire_declared_event_count__panel_event|bushfire_agrns__panel_event|bushfire_declaration_status__panel_event|flood_declared_event_count__panel_event|flood_agrns__panel_event|flood_declaration_status__panel_event|all_declared_event_count__panel_event|all_agrns__panel_event|all_declaration_status__panel_event|source_list_disagreement_count__panel_event|open_ended_onset_event_count__panel_event|known_prior_year_carryover_count__panel_event|prior_fy_declared_event_count__panel_event|declaration_vs_fesm_scope_difference__panel_event|candidate_no_new_declared_event__panel_event|candidate_strict_scoped_comparison__panel_event|direct_infrastructure_damage_documented__panel_event|direct_infrastructure_evidence_ids__panel_event|council__panel_target|financial_year__panel_target|fiscal_source_file__panel_target|fiscal_source_sheet__panel_target|fiscal_excel_row__panel_target|actual_maintenance_aud__panel_target|required_maintenance_aud__panel_target|maintenance_gap_aud__panel_target|maintenance_ratio_pct__panel_target|outcome_observed__panel_target|outcome_quality_eligible__panel_target|maintenance_conflict__panel_target|cash_cover_months__panel_target|current_ratio__panel_target|operating_ratio_pct__panel_target|own_source_pct__panel_target|grants_pct__panel_target|debt_service_cover__panel_target|population__panel_target|area_km2__panel_target|road_km__panel_target|road_expenditure_aud__panel_target|classification__panel_target|fesm_burned_ha__panel_target|fesm_burned_pct_raw__panel_target|fesm_extent_only_ha__panel_target|fesm_min_fire_size_ha_exclusive__panel_target|fesm_source_file__panel_target|fesm_excel_total_row__panel_target|fesm_status__panel_target|boundary_change_flag__panel_target|boundary_compatibility__panel_target|physical_flood_status__panel_target|verified_zero_all_disaster_exposure__panel_target|bushfire_declared_event_count__panel_target|bushfire_agrns__panel_target|bushfire_declaration_status__panel_target|flood_declared_event_count__panel_target|flood_agrns__panel_target|flood_declaration_status__panel_target|all_declared_event_count__panel_target|all_agrns__panel_target|all_declaration_status__panel_target|source_list_disagreement_count__panel_target|open_ended_onset_event_count__panel_target|known_prior_year_carryover_count__panel_target|prior_fy_declared_event_count__panel_target|declaration_vs_fesm_scope_difference__panel_target|candidate_no_new_declared_event__panel_target|candidate_strict_scoped_comparison__panel_target|direct_infrastructure_damage_documented__panel_target|direct_infrastructure_evidence_ids__panel_target|financial_year,actual_future_operating_ratio|maintenance_ratio_pct__prior|actual_change|actual_maintenance_aud|required_maintenance_aud|maintenance_gap_aud|maintenance_ratio_pct|maintenance_conflict|candidate_no_new_declared_event|candidate_strict_scoped_comparison|actual_maintenance_aud__panel_event|required_maintenance_aud__panel_event|maintenance_gap_aud__panel_event|maintenance_ratio_pct__panel_event|maintenance_conflict__panel_event|candidate_no_new_declared_event__panel_event|candidate_strict_scoped_comparison__panel_event|actual_maintenance_aud__panel_target|required_maintenance_aud__panel_target|maintenance_gap_aud__panel_target|maintenance_ratio_pct__panel_target|maintenance_conflict__panel_target|candidate_no_new_declared_event__panel_target|candidate_strict_scoped_comparison__panel_target,read
Experiment 1/support/operating_ratio_audit/all_frozen_forecast_cases.csv,370.0,225.0,council_key|test_year|prior_year|event_year|operating_ratio_pct__prior|actual_future_operating_ratio|cash_cover_months__prior|current_ratio__prior|own_source_pct__prior|debt_service_cover__prior|maintenance_ratio_pct__prior|population__prior|road_km__prior|fesm_burned_ha__event|bushfire_declared_event_count__event|flood_declared_event_count__event|mean_change|persistence|ridge_change|ridge_level|training_mean|tree_change|tree_fiscal_only|tree_level|council_display_name|fesm_status|fesm_burned_pct_raw|bushfire_declaration_status|flood_declaration_status|all_declared_event_count|all_declaration_status|source_list_disagreement_count|open_ended_onset_event_count|boundary_compatibility|forecast_year|pre_period_operating_ratio|actual_change|training_mean_error|training_mean_absolute_error|persistence_error|persistence_absolute_error|mean_change_error|mean_change_absolute_error|tree_fiscal_only_error|tree_fiscal_only_absolute_error|tree_level_error|tree_level_absolute_error|tree_change_error|tree_change_absolute_error|ridge_level_error|ridge_level_absolute_error|ridge_change_error|ridge_change_absolute_error|tree_minus_persistence_absolute_error|ridge_minus_persistence_absolute_error|disaster_prediction_difference_B_minus_A|disaster_absolute_error_gain_A_minus_B|case_id|absolute_change_pp|top20_change|top20_persistence|top20_ridge|change_gt10pp|change_gt20pp|priority_case|operating_ratio_event_year|annual_change_prior_to_event_pp|annual_change_event_to_target_pp|council|prior_financial_year|fiscal_source_file|fiscal_source_sheet|fiscal_excel_row|actual_maintenance_aud|required_maintenance_aud|maintenance_gap_aud|maintenance_ratio_pct|outcome_observed|outcome_quality_eligible|maintenance_conflict|cash_cover_months|current_ratio|operating_ratio_pct|own_source_pct|grants_pct|debt_service_cover|population|area_km2|road_km|road_expenditure_aud|council_classification|fesm_burned_ha|fesm_burned_pct_raw__panel_prior|fesm_extent_only_ha|fesm_min_fire_size_ha_exclusive|fesm_source_file|fesm_excel_total_row|fesm_status__panel_prior|boundary_change_flag|boundary_compatibility__panel_prior|physical_flood_status|verified_zero_all_disaster_exposure|bushfire_declared_event_count|bushfire_agrns|bushfire_declaration_status__panel_prior|flood_declared_event_count|flood_agrns|flood_declaration_status__panel_prior|all_declared_event_count__panel_prior|all_agrns|all_declaration_status__panel_prior|source_list_disagreement_count__panel_prior|open_ended_onset_event_count__panel_prior|known_prior_year_carryover_count|prior_fy_declared_event_count|declaration_vs_fesm_scope_difference|candidate_no_new_declared_event|candidate_strict_scoped_comparison|direct_infrastructure_damage_documented|direct_infrastructure_evidence_ids|council__panel_event|financial_year__panel_event|fiscal_source_file__panel_event|fiscal_source_sheet__panel_event|fiscal_excel_row__panel_event|actual_maintenance_aud__panel_event|required_maintenance_aud__panel_event|maintenance_gap_aud__panel_event|maintenance_ratio_pct__panel_event|outcome_observed__panel_event|outcome_quality_eligible__panel_event|maintenance_conflict__panel_event|cash_cover_months__panel_event|current_ratio__panel_event|operating_ratio_pct__panel_event|own_source_pct__panel_event|grants_pct__panel_event|debt_service_cover__panel_event|population__panel_event|area_km2__panel_event|road_km__panel_event|road_expenditure_aud__panel_event|classification__panel_event|fesm_burned_ha__panel_event|fesm_burned_pct_raw__panel_event|fesm_extent_only_ha__panel_event|fesm_min_fire_size_ha_exclusive__panel_event|fesm_source_file__panel_event|fesm_excel_total_row__panel_event|fesm_status__panel_event|boundary_change_flag__panel_event|boundary_compatibility__panel_event|physical_flood_status__panel_event|verified_zero_all_disaster_exposure__panel_event|bushfire_declared_event_count__panel_event|bushfire_agrns__panel_event|bushfire_declaration_status__panel_event|flood_declared_event_count__panel_event|flood_agrns__panel_event|flood_declaration_status__panel_event|all_declared_event_count__panel_event|all_agrns__panel_event|all_declaration_status__panel_event|source_list_disagreement_count__panel_event|open_ended_onset_event_count__panel_event|known_prior_year_carryover_count__panel_event|prior_fy_declared_event_count__panel_event|declaration_vs_fesm_scope_difference__panel_event|candidate_no_new_declared_event__panel_event|candidate_strict_scoped_comparison__panel_event|direct_infrastructure_damage_documented__panel_event|direct_infrastructure_evidence_ids__panel_event|council__panel_target|financial_year__panel_target|fiscal_source_file__panel_target|fiscal_source_sheet__panel_target|fiscal_excel_row__panel_target|actual_maintenance_aud__panel_target|required_maintenance_aud__panel_target|maintenance_gap_aud__panel_target|maintenance_ratio_pct__panel_target|outcome_observed__panel_target|outcome_quality_eligible__panel_target|maintenance_conflict__panel_target|cash_cover_months__panel_target|current_ratio__panel_target|operating_ratio_pct__panel_target|own_source_pct__panel_target|grants_pct__panel_target|debt_service_cover__panel_target|population__panel_target|area_km2__panel_target|road_km__panel_target|road_expenditure_aud__panel_target|classification__panel_target|fesm_burned_ha__panel_target|fesm_burned_pct_raw__panel_target|fesm_extent_only_ha__panel_target|fesm_min_fire_size_ha_exclusive__panel_target|fesm_source_file__panel_target|fesm_excel_total_row__panel_target|fesm_status__panel_target|boundary_change_flag__panel_target|boundary_compatibility__panel_target|physical_flood_status__panel_target|verified_zero_all_disaster_exposure__panel_target|bushfire_declared_event_count__panel_target|bushfire_agrns__panel_target|bushfire_declaration_status__panel_target|flood_declared_event_count__panel_target|flood_agrns__panel_target|flood_declaration_status__panel_target|all_declared_event_count__panel_target|all_agrns__panel_target|all_declaration_status__panel_target|source_list_disagreement_count__panel_target|open_ended_onset_event_count__panel_target|known_prior_year_carryover_count__panel_target|prior_fy_declared_event_count__panel_target|declaration_vs_fesm_scope_difference__panel_target|candidate_no_new_declared_event__panel_target|candidate_strict_scoped_comparison__panel_target|direct_infrastructure_damage_documented__panel_target|direct_infrastructure_evidence_ids__panel_target|financial_year,actual_future_operating_ratio|maintenance_ratio_pct__prior|actual_change|actual_maintenance_aud|required_maintenance_aud|maintenance_gap_aud|maintenance_ratio_pct|maintenance_conflict|candidate_no_new_declared_event|candidate_strict_scoped_comparison|actual_maintenance_aud__panel_event|required_maintenance_aud__panel_event|maintenance_gap_aud__panel_event|maintenance_ratio_pct__panel_event|maintenance_conflict__panel_event|candidate_no_new_declared_event__panel_event|candidate_strict_scoped_comparison__panel_event|actual_maintenance_aud__panel_target|required_maintenance_aud__panel_target|maintenance_gap_aud__panel_target|maintenance_ratio_pct__panel_target|maintenance_conflict__panel_target|candidate_no_new_declared_event__panel_target|candidate_strict_scoped_comparison__panel_target,read
Experiment 1/support/operating_ratio_audit/case_selection_counts.csv,7.0,2.0,selection|n,,read
Experiment 1/support/operating_ratio_audit/disaster_fiscal_links.csv,291.0,23.0,case_id|council_key|year_start|period|mapped_burn_ha|mapped_burn_status|physical_flood_status|bushfire_declarations|flood_declarations|all_declarations|bushfire_agrns|flood_agrns|declaration_status|panel_direct_damage_flag|panel_damage_evidence_ids|verified_damage_amount_aud|verified_reconstruction_amount_aud|operating_disaster_grant_aud|capital_disaster_grant_aud|counter_disaster_reactive_maintenance_aud|financial_evidence|source_urls|payment_timing_caveat,counter_disaster_reactive_maintenance_aud,read
Experiment 1/support/operating_ratio_audit/documentary_evidence.csv,11.0,9.0,case_id|classification|explanation|source_id|pdf_pages|predictor_tags|disaster_evidence|attribution_strength|source_url,,read
Experiment 1/support/fiscal_diagnostics/fold_sample_sizes_and_exclusions.csv,24.0,23.0,target|test_year|test_fy|event_fy|status|train_candidate_n|train_n|train_excluded_n|test_candidate_n|test_n|test_excluded_n|training_target_years|embargoed_rows|test_excluded__no_exact_prior_year|test_excluded__boundary_flag|test_excluded__missing_or_ineligible_persistence|test_excluded__missing_target|train_excluded__boundary_flag|train_excluded__missing_or_ineligible_persistence|train_excluded__missing_target|test_excluded__no_exact_future_year|test_excluded__target_maintenance_quality|train_excluded__target_maintenance_quality,train_candidate_n|test_candidate_n|test_excluded__target_maintenance_quality|train_excluded__target_maintenance_quality,read
Experiment 1/support/fiscal_diagnostics/split_variables_all_folds.csv,22.0,4.0,target|test_year|feature|disaster_variable,,read
Experiment 1/support/fiscal_diagnostics/validation_model_comparison.csv,8.0,8.0,model|n|MAE|RMSE|R2|MAE_years_beating_persistence|RMSE_years_beating_persistence|valid_test_years,,read
Experiment 1/support/fiscal_diagnostics/error_concentration.csv,4.0,4.0,model|top_error_rows|share_total_absolute_error|share_squared_error,,read
Experiment 1/support/fiscal_diagnostics/prediction_errors.csv,370.0,57.0,council_key|test_year|prior_year|event_year|operating_ratio_pct__prior|actual_future_operating_ratio|cash_cover_months__prior|current_ratio__prior|own_source_pct__prior|debt_service_cover__prior|maintenance_ratio_pct__prior|population__prior|road_km__prior|fesm_burned_ha__event|bushfire_declared_event_count__event|flood_declared_event_count__event|mean_change|persistence|ridge_change|ridge_level|training_mean|tree_change|tree_fiscal_only|tree_level|council_display_name|fesm_status|fesm_burned_pct_raw|bushfire_declaration_status|flood_declaration_status|all_declared_event_count|all_declaration_status|source_list_disagreement_count|open_ended_onset_event_count|boundary_compatibility|forecast_year|pre_period_operating_ratio|actual_change|training_mean_error|training_mean_absolute_error|persistence_error|persistence_absolute_error|mean_change_error|mean_change_absolute_error|tree_fiscal_only_error|tree_fiscal_only_absolute_error|tree_level_error|tree_level_absolute_error|tree_change_error|tree_change_absolute_error|ridge_level_error|ridge_level_absolute_error|ridge_change_error|ridge_change_absolute_error|tree_minus_persistence_absolute_error|ridge_minus_persistence_absolute_error|disaster_prediction_difference_B_minus_A|disaster_absolute_error_gain_A_minus_B,actual_future_operating_ratio|maintenance_ratio_pct__prior|actual_change,read
Experiment 1/support/fiscal_diagnostics/fold_imputation_audit.csv,110.0,6.0,target|test_year|feature|training_median|train_missing|test_missing,,read
Experiment 1/support/fiscal_diagnostics/original_reproduction_check.csv,30.0,12.0,target|test_year|test_fy|model|n_reproduced|MAE_reproduced|RMSE_reproduced|R2_reproduced|n_frozen|MAE_frozen|RMSE_frozen|R2_frozen,,read
Experiment 1/support/fiscal_diagnostics/held_out_predictions.csv,3675.0,6.0,target|test_year|council_key|model|observed|predicted,,read
Experiment 1/support/fiscal_diagnostics/subgroup_error_summary.csv,120.0,16.0,grouping|group|year|model|n|councils|financial_years|MAE|median_AE|q25_AE|q75_AE|p90_AE|RMSE|bias|mean_AE_difference_vs_persistence|median_AE_difference_vs_persistence,,read
Experiment 1/support/fiscal_diagnostics/subgroup_deterioration_summary.csv,6.0,8.0,grouping|group|n|large_deterioration_n|large_deterioration_rate|mean_change|median_change|share_of_all_large_deteriorations,,read
Experiment 1/support/fiscal_diagnostics/year_by_year_validation.csv,24.0,12.0,test_year|model|split|n|MAE|RMSE|R2|train_n|train_excluded_n|test_excluded_n|training_target_years|test_fy,,read
Experiment 1/support/fiscal_diagnostics/row_eligibility.csv,3072.0,6.0,council_key|prior_year|event_year|target_year|exclusion_reason|target,,read
Experiment 1/support/fiscal_diagnostics/largest_error_cases.csv,60.0,60.0,council_key|test_year|prior_year|event_year|operating_ratio_pct__prior|actual_future_operating_ratio|cash_cover_months__prior|current_ratio__prior|own_source_pct__prior|debt_service_cover__prior|maintenance_ratio_pct__prior|population__prior|road_km__prior|fesm_burned_ha__event|bushfire_declared_event_count__event|flood_declared_event_count__event|mean_change|persistence|ridge_change|ridge_level|training_mean|tree_change|tree_fiscal_only|tree_level|council_display_name|fesm_status|fesm_burned_pct_raw|bushfire_declaration_status|flood_declaration_status|all_declared_event_count|all_declaration_status|source_list_disagreement_count|open_ended_onset_event_count|boundary_compatibility|forecast_year|pre_period_operating_ratio|actual_change|training_mean_error|training_mean_absolute_error|persistence_error|persistence_absolute_error|mean_change_error|mean_change_absolute_error|tree_fiscal_only_error|tree_fiscal_only_absolute_error|tree_level_error|tree_level_absolute_error|tree_change_error|tree_change_absolute_error|ridge_level_error|ridge_level_absolute_error|ridge_change_error|ridge_change_absolute_error|tree_minus_persistence_absolute_error|ridge_minus_persistence_absolute_error|disaster_prediction_difference_B_minus_A|disaster_absolute_error_gain_A_minus_B|case_group|abs_movement|cause_identifiable_from_csv,actual_future_operating_ratio|maintenance_ratio_pct__prior|actual_change,read
Experiment 1/support/fiscal_diagnostics/alignment_exclusions_by_year.csv,64.0,4.0,target|target_year|exclusion_reason|rows,,read
Experiment 1/support/fiscal_diagnostics/disaster_ablation_results.csv,3.0,14.0,test_year|same_split_structure|changed_prediction_n|max_prediction_difference|disaster_split_n|MAE_gain_A_minus_B|A_MAE|A_RMSE|A_R2|B_MAE|B_RMSE|B_R2|RMSE_gain_A_minus_B|R2_gain_B_minus_A,,read
Experiment 1/support/fiscal_diagnostics/ridge_inner_splits.csv,18.0,8.0,outer_year|specification|inner_fold|mode|train_n|validation_n|train_years|validation_years,,read
Experiment 1/support/fiscal_diagnostics/ridge_inner_validation.csv,72.0,7.0,outer_year|specification|mode|alpha|inner_fold|n|MAE,,read
Experiment 1/support/fiscal_diagnostics/council_error_concentration.csv,125.0,7.0,council_key|council_display_name|n|tree_MAE|persistence_MAE|ridge_MAE|tree_excess_MAE,,read
Experiment 1/support/fiscal_diagnostics/training_and_test_metrics.csv,48.0,7.0,test_year|model|split|n|MAE|RMSE|R2,,read
Experiment 1/support/fiscal_diagnostics/movement_error_summary.csv,4.0,5.0,movement_band|n|tree_MAE|persistence_MAE|ridge_MAE,,read
Experiment 1/support/fiscal_diagnostics/all_tree_nodes.csv,85.0,8.0,test_year|model|node|leaf|feature|threshold|n|prediction,,read
Experiment 1/support/fiscal_diagnostics/ridge_selected_alpha.csv,6.0,4.0,test_year|model|alpha|selection_mode,,read
Experiment 1/support/fiscal_diagnostics/all_model_predictions.csv,2960.0,6.0,test_year|council_key|model|actual|prior|predicted,actual,read
Experiment 1/support/fiscal_diagnostics/validation_metrics_long.csv,30.0,8.0,target|test_year|test_fy|model|n|MAE|RMSE|R2,,read
Experiment 1/support/fiscal_diagnostics/change_prediction_results.csv,24.0,7.0,test_year|model|scale|n|MAE|RMSE|R2,,read
Experiment 1/support/fiscal_diagnostics/temporal_sample_audit.csv,24.0,18.0,target|test_year|test_fy|status|training_candidate_rows|training_rows|training_excluded_rows|training_councils|training_distinct_outcome_years|training_outcome_years|test_candidate_rows|test_rows|test_excluded_rows|test_councils|test_distinct_outcome_years|source_rows|source_councils|source_distinct_years,training_candidate_rows|test_candidate_rows,read
Experiment 1/support/decision_tree_diagnostics/change_target_metrics.csv,30.0,6.0,target|test_year|model|MAE|RMSE|R2,,read
Experiment 1/support/decision_tree_diagnostics/diagnostic_predictions.csv,7350.0,14.0,target|test_year|council_key|model|actual|prior|predicted|change|mapped_fire_positive|bushfire_declared|flood_declared|error|absolute_error|squared_error,actual,read
Experiment 1/support/decision_tree_diagnostics/error_concentration.csv,3.0,5.0,target|n|top_error_rows|top_10pct_share_absolute_error|top_10pct_share_squared_error,,read
Experiment 1/support/decision_tree_diagnostics/used_features.csv,72.0,4.0,target|test_year|model|feature,,read
Experiment 1/support/decision_tree_diagnostics/diagnostic_fold_metrics.csv,120.0,9.0,target|test_year|split|model|n|training_years|MAE|RMSE|R2,,read
Experiment 1/support/decision_tree_diagnostics/generalisation_gap.csv,30.0,11.0,target|test_year|model|training_years|MAE_test|MAE_train|RMSE_test|RMSE_train|R2_test|R2_train|test_minus_train_MAE,,read
Experiment 1/support/decision_tree_diagnostics/training_test_coverage.csv,20.0,11.0,target|test_year|split|n|distinct_target_years|event_years|target_mean|change_mean|bushfire_declared_n|flood_declared_n|mapped_fire_positive_n,,read
Experiment 1/support/decision_tree_diagnostics/leaf_sizes.csv,157.0,6.0,target|test_year|model|node|n|prediction,,read
Experiment 1/support/decision_tree_diagnostics/row_eligibility.csv,3072.0,6.0,council_key|prior_year|event_year|target_year|exclusion_reason|target,,read
Experiment 1/support/decision_tree_diagnostics/alignment_exclusions_by_year.csv,64.0,4.0,target|target_year|exclusion_reason|rows,,read
Experiment 1/support/decision_tree_diagnostics/year_shift_diagnostics.csv,10.0,11.0,target|test_year|n|prior_mean|outcome_mean|actual_change_mean|actual_change_sd|predicted_adjustment_mean|tree_bias|tree_mae|persistence_mae,actual_change_mean|actual_change_sd,read
Experiment 1/support/decision_tree_diagnostics/exposure_ablation_prediction_difference.csv,10.0,4.0,target|test_year|max|mean,,read
Experiment 1/support/decision_tree_diagnostics/hazard_subgroup_errors.csv,18.0,7.0,target|group_flag|flag_value|n|tree_MAE|persistence_MAE|mean_change,,read
Experiment 1/support/decision_tree_diagnostics/model_cohort_missingness.csv,220.0,6.0,target|test_year|split|feature|n|missing_n,,read
Experiment 1/support/decision_tree_diagnostics/diagnostic_pooled_metrics.csv,18.0,6.0,target|model|n|MAE|RMSE|R2,,read
Experiment 1/support/decision_tree_diagnostics/adjustment_decomposition.csv,3.0,10.0,target|n|tree_improves_share|tree_worsens_share|adjustment_actual_change_correlation|adjustment_cost|alignment_benefit|MSE_difference|median_abs_change|p90_abs_change,adjustment_actual_change_correlation,read
Experiment 1/support/decision_tree_diagnostics/error_attribution_by_council_year.csv,1225.0,21.0,target|test_year|council_key|model|actual|prior|predicted|change|mapped_fire_positive|bushfire_declared|flood_declared|error|absolute_error|squared_error|tree_adjustment|persistence_absolute_error|extra_absolute_error|tree_improves|tree_worsens|same_direction|display_name,actual,read
