record_id,council,fiscal_year,evidence_date,measurement_date,publication_or_adoption_date,project_ref,project_name,stage,record_type,field_group,field_name,scope,value_text,reason,budget_basis,original_or_current_budget_aud,carry_forward_aud,variation_aud,revised_budget_aud,actual_aud,committed_aud,actual_plus_committed_aud,capacity_metric,capacity_value,capacity_unit,capacity_scope,planning_application,site_or_address,funding_source,ordinary_recovery_classification,disaster_causation_status,damage_access_status,source_type,evidence_quality,verification_status,certification_effect,model_ready,source_title,source_url,source_locator,notes
EUR-003,Eurobodalla Shire Council,2020-21,2020-11-24,,,,Shire evacuation centre upgrades,,funding_classification,ordinary_vs_recovery,recovery_classification,,$0.20 million capital adjustment for upgrades to the Shire's evacuation centres as part of the Bushfire Disaster Recovery program.,,September capital adjustment,200000,,200000,,,,,,,,,,,,recovery,explicit_bushfire_recovery_program,,,official_qbr,carried_forward_from_first_public_source_pass,useful_exclusion_label_for_ordinary_portfolio,NO,Quarterly Budget Review for period ending 30 September 2020,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0018/163008/September-Quarterly-Budget-Review.pdf,p. 9,
EUR-004,Eurobodalla Shire Council,2020-21,2020-11-24,,,,Bushfire Disaster Recovery Relief works / Mogo Village Rebuild,,funding_classification,ordinary_vs_recovery,operational_recovery_carryover,,"$1.62 million grant-funded Bushfire Disaster Recovery Relief works, including the Mogo Village Rebuild Project, carried into 2020/21.",,operational carry-over,1620000,1620000,,,,,,,,,,,Mogo / Eurobodalla,,recovery,explicit_bushfire_recovery,,,official_qbr,carried_forward_from_first_public_source_pass,useful_exclusion_label_for_ordinary_portfolio,NO,Quarterly Budget Review for period ending 30 September 2020,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0018/163008/September-Quarterly-Budget-Review.pdf,p. 5,
EUR-005,Eurobodalla Shire Council,2020-21,2020-11-24,,,,,,source_schema,accounting,QBR contents,,"QBR states it includes capital program statements, a budget amendment report, and an SRV capital program with individual project budgets and expenses.",,,,,,,,,,,,,,,,,,,,,official_qbr,carried_forward_from_first_public_source_pass,high_priority_source_for_project_level_rebuild,NO,Quarterly Budget Review for period ending 30 September 2020,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0018/163008/September-Quarterly-Budget-Review.pdf,pp. 2 and 9,
GRI-008,Griffith City Council,,,,,,,,source_access_constraint,pre_event_history,pre_2019_meeting_papers,,Griffith's current public meeting search covers 2019 onward; the Council directs users to email admin@griffith.nsw.gov.au for earlier business papers and minutes.,,,,,,,,,,,,,,,,,,,,official_council_information_page,official_primary_source,verified,three_pre_year_quarterly_history_may_require_council_request,NO,Griffith City Council - Minutes and agendas,https://www.griffith.nsw.gov.au/Council/Council-meetings/Minutes-and-agendas,Access instructions,
GRI-002,Griffith City Council,2018-19,,2019-06-30,2019-10-22,,,,capacity_metric,comparison_capacity,operating_performance_ratio,,operating_performance_ratio=6.75 percent,,,,,,,,,,operating_performance_ratio,6.75,percent,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Griffith City Council Financial Statements 2019,https://www.griffith.nsw.gov.au/files/sharedassets/public/v/1/cm-documents/2018-2019-general-purpose-report.pdf,"Note 24(a), performance measures / auditor commentary","Original FY2018/19 statement, not a later restated comparative."
GRI-003,Griffith City Council,2018-19,,2019-06-30,2019-10-22,,,,capacity_metric,comparison_capacity,own_source_operating_revenue_ratio,,own_source_operating_revenue_ratio=76.02 percent,,,,,,,,,,own_source_operating_revenue_ratio,76.02,percent,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Griffith City Council Financial Statements 2019,https://www.griffith.nsw.gov.au/files/sharedassets/public/v/1/cm-documents/2018-2019-general-purpose-report.pdf,"Note 24(a), performance measures / auditor commentary","Original FY2018/19 statement, not a later restated comparative."
GRI-004,Griffith City Council,2018-19,,2019-06-30,2019-10-22,,,,capacity_metric,comparison_capacity,unrestricted_current_ratio,,unrestricted_current_ratio=2.69 times,,,,,,,,,,unrestricted_current_ratio,2.69,times,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Griffith City Council Financial Statements 2019,https://www.griffith.nsw.gov.au/files/sharedassets/public/v/1/cm-documents/2018-2019-general-purpose-report.pdf,"Note 24(a), performance measures / auditor commentary","Original FY2018/19 statement, not a later restated comparative."
GRI-005,Griffith City Council,2018-19,,2019-06-30,2019-10-22,,,,capacity_metric,comparison_capacity,debt_service_cover_ratio,,debt_service_cover_ratio=7.53 times,,,,,,,,,,debt_service_cover_ratio,7.53,times,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Griffith City Council Financial Statements 2019,https://www.griffith.nsw.gov.au/files/sharedassets/public/v/1/cm-documents/2018-2019-general-purpose-report.pdf,"Note 24(a), performance measures / auditor commentary","Original FY2018/19 statement, not a later restated comparative."
GRI-006,Griffith City Council,2018-19,,2019-06-30,2019-10-22,,,,capacity_metric,comparison_capacity,cash_expense_cover_ratio,,cash_expense_cover_ratio=11.42 months,,,,,,,,,,cash_expense_cover_ratio,11.42,months,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Griffith City Council Financial Statements 2019,https://www.griffith.nsw.gov.au/files/sharedassets/public/v/1/cm-documents/2018-2019-general-purpose-report.pdf,"Note 24(a), performance measures / auditor commentary","Original FY2018/19 statement, not a later restated comparative."
GRI-007,Griffith City Council,2018-19,,2019-06-30,2019-10-22,,,,capacity_publication_timing,capacity_timing,financial_statement_availability,,The 2018/19 financial statements were authorised for issue by Council on 22 October 2019.,,,,,,,,,,,,,,,,,,,,audited_financial_statements,official_audited_source,verified,capacity_vintage_date_supported_for_2018_19,NO,Griffith City Council Financial Statements 2019,https://www.griffith.nsw.gov.au/files/sharedassets/public/v/1/cm-documents/2018-2019-general-purpose-report.pdf,"Note 1, basis of preparation",
GRI-001,Griffith City Council,2019-20,,,,,,,comparison_status,control_screening,provisional_comparison,,"Pilot reports zero mapped burn within the inherited product scope and no bushfire/flood declaration in the inherited event-year inventory, but this does not certify zero physical/indirect exposure or comparable project mix.",,,,,,,,,,,,,,,,,comparison_candidate,no_index_year_event_in_inherited_screen_only,not_certified_zero,uploaded_experiment4_pilot_audit,curated_pilot_summary,provisional_only,control_remains_uncertified,NO,Experiment 4: budget-reallocation pilot,,Timing and comparisons,
PIL-004,Griffith City Council,2019-20,,,,,,,pilot_aggregate_chain,budget_chain,original_Q1_Q2_Q3,mixed source scope; descriptive only,Original=40932000; Q1=48536000; Q2=49469000; Q3=34701000,,,40932000,,,34701000,,,,,,,,,,,,,,uploaded_experiment4_pilot_audit,curated_pilot_summary,reported_in_uploaded_pilot_audit,descriptive_only_do_not_pool,NO,Experiment 4: budget-reallocation pilot,,Reconstruction table,cash-flow purchases / different scope
PIL-008,Griffith City Council,2019-20,,,,,,,annual_cash_IPPE_pair,annual_delivery,gross_IPPE_cash_original_to_actual,all-capital IPPE cash expenditure; not matched ordinary infrastructure,Original cash IPPE=40933000; actual cash IPPE=22210000; deviation=-45.74%,,,40933000,,,,22210000,,,,,,,,,,,,,uploaded_experiment4_pilot_audit,audited_financial_statement_pair,reported_as_visually_checked_in_uploaded_audit,negative_cash_gap_not_disaster_effect,NO,Experiment 4: budget-reallocation pilot,,Separate annual cash comparison,Cannot complete category/project chain; cash scope is broader than ordinary portfolio.
KIA-001,Kiama Municipal Council,,,,,,,,comparison_status,control_screening,provisional_comparison,,Identified in the earlier audit as a provisional comparison candidate; no complete ordinary-budget revision chain is certified in the accessible evidence.,,,,,,,,,,,,,,,,,comparison_candidate,unresolved,unresolved,uploaded_experiment4_audit,curated_audit_summary,insufficient_chain_data,control_remains_uncertified,NO,Experiment 4 — ordinary infrastructure budget deviations,,Capacity and comparison support,
KIA-011,Kiama Municipal Council,,,,,,,,source_availability,pre_event_history,operational_plan_archive,,"Kiama publicly exposes Operational Plans / Delivery Programs for 2017/18, 2018/19, 2019/20, 2020/21 and 2021/22, giving adopted project/service baselines for multiple pre-event years.",,,,,,,,,,,,,,,,,,,,official_archive,official_primary_source,verified_source_availability,pre_event_adopted_plans_available_but_QBR_governance_and_fixed_project_crosswalk_remain,NO,Kiama Delivery Program and Operational Plan archive,https://www.kiama.nsw.gov.au/Council/Plans-and-strategies/Delivery-Program-and-Operational-Plan,Historical plan links,
KIA-003,Kiama Municipal Council,2016-20,,,,,,,accounting_governance_caveat,control_screening,budget_monitoring_process,council-wide budgeting,"A 2023 forensic review reports that prior to 2019 there was no explicit Council approval of revised quarterly budgets; this changed in 2019. It also notes no specific Q4 review, with annual statements acting as a pseudo-review.",,,,,,,,,,,,,,,,,comparison_candidate,,,official_forensic_report,officially_released_external_review,verified,historical_QBR_governance_not_comparable_without_year_specific_rules,NO,Forsyths Forensic Accounting Assessment - Kiama,https://www.kiama.nsw.gov.au/files/sharedassets/public/council/council-meetings/agendas-amp-minutes/18-july-2023-ordinary-council-agenda-version-ii.pdf,"Item 13.4, forensic report p.17",
KIA-002,Kiama Municipal Council,2018-19,,,,,,,project_register_schema,control_screening,capital_works_project_fields,capital works register,"Annual report exposes project-level Budget, Approved to Date, Forecast Final Cost, Forecast Uncommitted and Spent to Date fields, but a large share of the visible program is Blue Haven construction and is not directly comparable with ordinary roads/bridges maintenance portfolios.",,,,,,,,,,,,,,,,,comparison_candidate_mixed_project_program,,,official_annual_report,official_primary_source,verified,promising_project_register_but_scope_mismatch,NO,Kiama Annual Report 2018-19,https://www.kiama.nsw.gov.au/files/sharedassets/public/annual-report-2018-19.pdf,Capital Works report,
KIA-004,Kiama Municipal Council,2018-19,,2019-06-30,2019-09-17,,,,capacity_metric,comparison_capacity,operating_performance_ratio,,operating_performance_ratio=-0.29 percent,,,,,,,,,,operating_performance_ratio,-0.29,percent,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Kiama Municipal Council Financial Statements 2019,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/2/financial-statements-2018-19.pdf,"Note 27(a), performance measures",Financial statements were authorised for issue on 17 September 2019.
KIA-005,Kiama Municipal Council,2018-19,,2019-06-30,2019-09-17,,,,capacity_metric,comparison_capacity,own_source_operating_revenue_ratio,,own_source_operating_revenue_ratio=65.59 percent,,,,,,,,,,own_source_operating_revenue_ratio,65.59,percent,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Kiama Municipal Council Financial Statements 2019,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/2/financial-statements-2018-19.pdf,"Note 27(a), performance measures",Financial statements were authorised for issue on 17 September 2019.
KIA-006,Kiama Municipal Council,2018-19,,2019-06-30,2019-09-17,,,,capacity_metric,comparison_capacity,unrestricted_current_ratio,,unrestricted_current_ratio=1.88 times,,,,,,,,,,unrestricted_current_ratio,1.88,times,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Kiama Municipal Council Financial Statements 2019,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/2/financial-statements-2018-19.pdf,"Note 27(a), performance measures",Financial statements were authorised for issue on 17 September 2019.
KIA-007,Kiama Municipal Council,2018-19,,2019-06-30,2019-09-17,,,,capacity_metric,comparison_capacity,debt_service_cover_ratio,,debt_service_cover_ratio=6.82 times,,,,,,,,,,debt_service_cover_ratio,6.82,times,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Kiama Municipal Council Financial Statements 2019,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/2/financial-statements-2018-19.pdf,"Note 27(a), performance measures",Financial statements were authorised for issue on 17 September 2019.
KIA-008,Kiama Municipal Council,2018-19,,2019-06-30,2019-09-17,,,,capacity_metric,comparison_capacity,cash_expense_cover_ratio,,cash_expense_cover_ratio=12.69 months,,,,,,,,,,cash_expense_cover_ratio,12.69,months,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,verified_original_vintage,comparison_characteristic_only_not_control_certification,NO,Kiama Municipal Council Financial Statements 2019,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/2/financial-statements-2018-19.pdf,"Note 27(a), performance measures",Financial statements were authorised for issue on 17 September 2019.
KIA-009,Kiama Municipal Council,2018-19,,2019-06-30,2019-09-17,,,,capacity_publication_timing,capacity_timing,financial_statement_availability,,The original FY2018/19 financial statements were authorised for issue by Council on 17 September 2019.,,,,,,,,,,,,,,,,,,,,audited_financial_statements,official_audited_source,verified,capacity_vintage_date_supported_for_2018_19,NO,Kiama Municipal Council Financial Statements 2019,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/2/financial-statements-2018-19.pdf,"Note 1, basis of preparation",
KIA-010,Kiama Municipal Council,2018-19,,2019-06-30,,,,,capacity_restatement_conflict,capacity_timing,later_comparative_conflict,,"Original FY2018/19 audited statement reports own-source 65.59% and cash-expense cover 12.69 months. Kiama's 2019/20 Annual Report later presents FY2019 comparatives of own-source 65.91% and cash-expense cover 8.73 months; the 2021 audited statements later show FY2019 cash cover about 8.74 months. OPR -0.29%, UCR 1.88x and debt cover 6.82x remain consistent.",,,,,,,,,,,,,whole-council,,,,,,,official_financial_statements_and_annual_report,official_sources_with_material_comparative_conflict,verified_conflict,must_use_original_vintage_for_operational_pre_event_predictor_and_preserve_restated_series_separately,NO,Kiama 2018/19 Financial Statements and later comparative reports,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/1/council/council-plans-amp-reports/annual-report-2019-2020.pdf,2018/19 Note 27(a); 2019/20 Annual Report financial overview; 2020/21 Note G6,This is a large enough cash-cover discrepancy to invalidate silent use of a single 'historical' current-vintage series.
LIS-020,Lismore City Council,,,,,,,,source_availability,pre_event_history,multi_year_budget_and_progress_archive,,"Council's public archives expose historical operational-plan budgets, progress reports and quarterly/financial performance material across multiple pre-event years. Exact numeric fixed-portfolio transcription is still incomplete.",,,,,,,,,,,,,,,,,,,,official_archive,official_primary_source,verified_source_availability,source_availability_not_primary_blocker; transcription_and_scope_crosswalk_are,NO,Lismore Council document and meeting archives,https://www.lismore.nsw.gov.au/Council/Forms-and-publications/Plans-and-strategies,Historical planning/reporting documents,
LIS-001,Lismore City Council,2017-18 to 2020-21,2026-09-19,,,,,,source_availability,quarterly_budget_history,meeting archive coverage,,"Meeting archive indexes September 2017, September 2018, March/September 2019, March 2020 and December 2020 quarterly budget reviews.",,,,,,,,,,,,,,,,,,,,,official_meeting_archive,carried_forward_from_first_public_source_pass,pre_event_and_post_event_quarterly_sources_exist,NO,Lismore Council Meetings Live archive,https://webcast.lismore.nsw.gov.au/archive/video19-0514.php,Example: March 2019 QBRS; related archive pages for other quarters,Direct attachment extraction remains to be completed against the canonical project list.
LIS-002,Lismore City Council,2018-19,2019-06-30,,,,Emergency flood works,,funding_classification,ordinary_vs_recovery,natural_disaster_funding,,2018-19 financial statements say Council received natural disaster funding for emergency flood works associated with the 2017 flood.,,annual financial statements,,,,,,,,,,,,,Lismore LGA,,recovery,explicit_natural_disaster_funding,,,audited_financial_statements,carried_forward_from_first_public_source_pass,aggregate_recovery_contamination_confirmed,NO,Lismore City Council Financial Statements 2019,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/6.-about-council/documents/2012-2022/annual_financial_statements-201819.pdf,Note 19 - Material budget variations,
LIS-016,Lismore City Council,2019-20,,2020-06-30,,,,,capacity_restatement_conflict,capacity_timing,2019_20_comparative_restatement,,"Original FY2019/20 reported OPR 2.63%, UCR 2.33x and cash cover 9.68 months; later 2020/21 statements restated comparatives to OPR 2.74%, UCR 2.31x and cash cover 10.14 months. Own-source remained 66.72%.",,,,,,,,,,,,,whole-council,,,,,,,audited_financial_statements,official_audited_sources,original_vs_later_restatement_conflict,vintage_must_be_locked_before_modelling,NO,Lismore 2019-20 and 2020-21 financial statements,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/6.-about-council/documents/annual-report/2020-21-annual-report.pdf,Comparative performance ratios,
LIS-011,Lismore City Council,2020-21,,2021-06-30,2021-11-09,,,,capacity_metric,pre_event_capacity,operating_performance_ratio,,operating_performance_ratio=-9.93 percent,,,,,,,,,,operating_performance_ratio,-9.93,percent,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,pre_Feb2022_capacity_candidate,NO,Lismore City Council 2020-21 Financial Statements,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/6.-about-council/documents/annual-report/2020-21-annual-report.pdf,Performance ratios / financial statements,
LIS-012,Lismore City Council,2020-21,,2021-06-30,2021-11-09,,,,capacity_metric,pre_event_capacity,own_source_operating_revenue_ratio,,own_source_operating_revenue_ratio=64.37 percent,,,,,,,,,,own_source_operating_revenue_ratio,64.37,percent,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,pre_Feb2022_capacity_candidate,NO,Lismore City Council 2020-21 Financial Statements,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/6.-about-council/documents/annual-report/2020-21-annual-report.pdf,Performance ratios / financial statements,
LIS-013,Lismore City Council,2020-21,,2021-06-30,2021-11-09,,,,capacity_metric,pre_event_capacity,unrestricted_current_ratio,,unrestricted_current_ratio=1.84 times,,,,,,,,,,unrestricted_current_ratio,1.84,times,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,pre_Feb2022_capacity_candidate,NO,Lismore City Council 2020-21 Financial Statements,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/6.-about-council/documents/annual-report/2020-21-annual-report.pdf,Performance ratios / financial statements,
LIS-014,Lismore City Council,2020-21,,2021-06-30,2021-11-09,,,,capacity_metric,pre_event_capacity,debt_service_cover_ratio,,debt_service_cover_ratio=3.04 times,,,,,,,,,,debt_service_cover_ratio,3.04,times,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,pre_Feb2022_capacity_candidate,NO,Lismore City Council 2020-21 Financial Statements,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/6.-about-council/documents/annual-report/2020-21-annual-report.pdf,Performance ratios / financial statements,
LIS-015,Lismore City Council,2020-21,,2021-06-30,2021-11-09,,,,capacity_metric,pre_event_capacity,cash_expense_cover_ratio,,cash_expense_cover_ratio=13.33 months,,,,,,,,,,cash_expense_cover_ratio,13.33,months,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,pre_Feb2022_capacity_candidate,NO,Lismore City Council 2020-21 Financial Statements,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/6.-about-council/documents/annual-report/2020-21-annual-report.pdf,Performance ratios / financial statements,
LIS-017,Lismore City Council,2020-21,,2021-06-30,2021-11-09,,,,capacity_publication_timing,capacity_timing,financial_statement_availability,,"2020/21 audited financial reports were publicly presented 9 Nov 2021, before the February 2022 flood.",,,,,,,,,,,,,,,,,,,,official_council_records,official_primary_source,public_source_verified,operationally_available_pre_event,NO,Lismore audited financial reports presentation,https://lismore.infocouncil.biz/Open/2021/11/OC_09112021_AGN.PDF,Audited financial reports,
LIS-003,Lismore City Council,2021-22,2022-05-10,,2022-05-10,,,Q3,pilot_event_revision,event_period_revision,provisional_total_capital_reduction,capital program; quarantined,"Reported Q3 capital reduction 20,503,800 AUD; source table has year/unit labelling problems and includes mixed changes.",,,,,-20503800,,,,,,,,,,,,mixed_portfolio,flood_related_deferrals_present_but_total_not_disaster_causal_measure,mixed_and_unverified,official_qbr_attachments,official_primary_source_with_quarantine_flags,uploaded_pilot_summary_and_primary_source,descriptive_only_not_certified,NO,Lismore Q3 2021-22 budget review attachments,https://lismore.infocouncil.biz/Open/2022/05/OC_10052022_ATT_EXCLUDED.PDF,pp.164-168,The adopted May resolution also adds a $5m reserve transfer.
LIS-004,Lismore City Council,2021-22,2022-05-10,,,,,Q3,classification_issue,ordinary_vs_recovery,capital_to_operating_roads_transfer,roads,Lismore documents a transfer from capital to operating roads work; this is a reclassification rather than a pure cut.,,,,,,,,,,,,,,,,,classification_change,flood_context_but_not_pure_budget_crowdout,unresolved,official_qbr_attachments,official_primary_source,reported_in_uploaded_pilot_audit,requires_scope_reconciliation,NO,Lismore Q3 2021-22 budget review attachments,https://lismore.infocouncil.biz/Open/2022/05/OC_10052022_ATT_EXCLUDED.PDF,roads/capital adjustments,
PIL-003,Lismore City Council,2021-22,,,,,,,pilot_aggregate_chain,budget_chain,original_Q1_Q2_Q3,mixed source scope; descriptive only,Original=66170000; Q1=67800000; Q2=70436000; Q3=49932000,,,66170000,,,49932000,,,,,,,,,,,,,,uploaded_experiment4_pilot_audit,curated_pilot_summary,reported_in_uploaded_pilot_audit,descriptive_only_do_not_pool,NO,Experiment 4: budget-reallocation pilot,,Reconstruction table,quarantined: table prints 2020/21 and $000 headings inside 2021/22 review
PIL-007,Lismore City Council,2021-22,,,,,,,annual_cash_IPPE_pair,annual_delivery,gross_IPPE_cash_original_to_actual,all-capital IPPE cash expenditure; not matched ordinary infrastructure,Original cash IPPE=64888000; actual cash IPPE=32656000; deviation=-49.67%,,,64888000,,,,32656000,,,,,,,,,,,,,uploaded_experiment4_pilot_audit,audited_financial_statement_pair,reported_as_visually_checked_in_uploaded_audit,negative_cash_gap_not_disaster_effect,NO,Experiment 4: budget-reallocation pilot,,Separate annual cash comparison,Cannot complete category/project chain; cash scope is broader than ordinary portfolio.
LIS-005,Lismore City Council,2022-23,2023-03-31,,,,Rural unsealed maintenance,Q3,maintenance_revision_example,post_event_revision_pattern,original_to_March_revised_full_year_budget,maintenance program line,Original=1026300; revised=626300; change=-400000,,,1026300,,-400000,626300,,,,,,,,,,,ordinary_maintenance,cannot_attribute_to_Feb2022_flood_because_original_budget_itself_is_post_event,not_applicable_for_causal_baseline,official_budget_by_program,official_primary_source,reported_in_uploaded_audit,shows_positive_and_negative_revisions; not_treatment_evidence,NO,Lismore Budget by Program FY2022-23 - March 2023 review,,PDF p17 / printed p15,
LIS-006,Lismore City Council,2022-23,2023-03-31,,,,Urban sealed maintenance,Q3,maintenance_revision_example,post_event_revision_pattern,original_to_March_revised_full_year_budget,maintenance program line,Original=2450600; revised=3008921; change=558321,,,2450600,,558321,3008921,,,,,,,,,,,ordinary_maintenance,cannot_attribute_to_Feb2022_flood_because_original_budget_itself_is_post_event,not_applicable_for_causal_baseline,official_budget_by_program,official_primary_source,reported_in_uploaded_audit,shows_positive_and_negative_revisions; not_treatment_evidence,NO,Lismore Budget by Program FY2022-23 - March 2023 review,,PDF p17 / printed p15,
LIS-007,Lismore City Council,2022-23,2023-03-31,,,,Rural sealed maintenance,Q3,maintenance_revision_example,post_event_revision_pattern,original_to_March_revised_full_year_budget,maintenance program line,Original=2295400; revised=3337000; change=1041600,,,2295400,,1041600,3337000,,,,,,,,,,,ordinary_maintenance,cannot_attribute_to_Feb2022_flood_because_original_budget_itself_is_post_event,not_applicable_for_causal_baseline,official_budget_by_program,official_primary_source,reported_in_uploaded_audit,shows_positive_and_negative_revisions; not_treatment_evidence,NO,Lismore Budget by Program FY2022-23 - March 2023 review,,PDF p17 / printed p15,
LIS-008,Lismore City Council,2022-23,2023-03-31,,,,Regional block-grant maintenance,Q3,maintenance_revision_example,post_event_revision_pattern,original_to_March_revised_full_year_budget,maintenance program line,Original=1150600; revised=1200600; change=50000,,,1150600,,50000,1200600,,,,,,,,,,,ordinary_maintenance,cannot_attribute_to_Feb2022_flood_because_original_budget_itself_is_post_event,not_applicable_for_causal_baseline,official_budget_by_program,official_primary_source,reported_in_uploaded_audit,shows_positive_and_negative_revisions; not_treatment_evidence,NO,Lismore Budget by Program FY2022-23 - March 2023 review,,PDF p17 / printed p15,
LIS-009,Lismore City Council,2022-23,2023-03-31,,,,Footpath maintenance,Q3,maintenance_revision_example,post_event_revision_pattern,original_to_March_revised_full_year_budget,maintenance program line,Original=; revised=; change=0,,,,,0,,,,,,,,,,,,ordinary_maintenance,cannot_attribute_to_Feb2022_flood_because_original_budget_itself_is_post_event,not_applicable_for_causal_baseline,official_budget_by_program,official_primary_source,reported_in_uploaded_audit,shows_positive_and_negative_revisions; not_treatment_evidence,NO,Lismore Budget by Program FY2022-23 - March 2023 review,,PDF p17 / printed p15,
LIS-010,Lismore City Council,2022-23,2023-03-31,,,,State-road routine maintenance,Q3,maintenance_revision_example,post_event_revision_pattern,original_to_March_revised_full_year_budget,maintenance program line,Original=; revised=; change=0,,,,,0,,,,,,,,,,,,ordinary_maintenance,cannot_attribute_to_Feb2022_flood_because_original_budget_itself_is_post_event,not_applicable_for_causal_baseline,official_budget_by_program,official_primary_source,reported_in_uploaded_audit,shows_positive_and_negative_revisions; not_treatment_evidence,NO,Lismore Budget by Program FY2022-23 - March 2023 review,,PDF p17 / printed p15,
LIS-018,Lismore City Council,2022-23,,,,,Clyde Campbell Solar Carpark and EV Charging Station,,damage_access_screen,ordinary_vs_recovery,site_flood_damage,capital project/site,Council project update says construction began in early July 2022; on 4 August crews also repaired sections of the carpark surface damaged in the 28 February natural disaster.,,,,,,,,,,,,,,,,,mixed_ordinary_project_with_direct_site_damage,direct_site_damage_explicit,damage_confirmed_at_project_site,official_project_update,official_primary_source,verified,exclude_from_clean_undamaged_ordinary_portfolio_without_scope_split,NO,Clyde Campbell Solar Carpark,https://yoursay.lismore.nsw.gov.au/clyde-campbell-solar-carpark?tool=news_feed,4 August 2022 update,
LIS-019,Lismore City Council,2022-23,,,,,Clyde Campbell Solar Carpark and EV Charging Station,,competing_delay_reason,causation,later_non_disaster_delay,capital project,"The project later experienced completion timing changes associated with electricity/switchboard approval, illustrating that a flood-affected project can also have non-disaster approval delays.",,,,,,,,,,,,,,,,,mixed,multiple_competing_causes,site_damage_confirmed,official_project_update,official_primary_source,verified_context,do_not_attribute_all_delay_to_disaster_or_fiscal_crowdout,NO,Clyde Campbell Solar Carpark,https://yoursay.lismore.nsw.gov.au/clyde-campbell-solar-carpark?tool=news_feed,Project update sequence,
RVC-003,Richmond Valley Council,2018-19,2019-05-21,,,,Roads capital program,Q3,budget_revision,pre_event_revision_baseline,March_2019_adjustment,roads/capital-maintenance related,Variation=-15741,Net March 2019 roads capital adjustment.,,,,-15741,,,,,,,,,,,,ordinary_candidate,pre_2022_Northern_Rivers_event,not_applicable_pre_event,official_qbr,official_primary_source,public_source_verified,establishes_non_disaster_reallocation_baseline,NO,Richmond Valley Quarterly Budget Review - 31 March 2019,https://richmondvalley.nsw.gov.au/wp-content/uploads/2019/05/Quarterly-Budget-Review-Statement-31-March-2019.pdf,Capital / roads adjustments,
RVC-004,Richmond Valley Council,2018-19,2019-05-21,,,,Unsealed rural roads grading / resheets transfer,Q3,budget_revision,pre_event_revision_baseline,March_2019_adjustment,roads/capital-maintenance related,Variation=-5246,Capital resheet funds reallocated to operating grading.,,,,-5246,,,,,,,,,,,,ordinary_candidate,pre_2022_Northern_Rivers_event,not_applicable_pre_event,official_qbr,official_primary_source,public_source_verified,establishes_non_disaster_reallocation_baseline,NO,Richmond Valley Quarterly Budget Review - 31 March 2019,https://richmondvalley.nsw.gov.au/wp-content/uploads/2019/05/Quarterly-Budget-Review-Statement-31-March-2019.pdf,Capital / roads adjustments,
